-9.915080070495605469e-01,2.340983867645263672e+00,2.499838352203369141e+00,1.430570363998413086e+00,-6.629765629768371582e-01,-8.871601819992065430e-01,9.344584941864013672e-01,-1.371959924697875977e+00,-3.061808347702026367e+00,1.367080092430114746e+00,-2.487374067306518555e+00,2.784172296524047852e-01,-1.995819211006164551e+00,-1.989659518003463745e-01,-1.158037781715393066e+00,3.305100202560424805e-01,1.185108780860900879e+00,-8.922397494316101074e-01,-6.233678460121154785e-01,-1.897999048233032227e+00
-7.749892473220825195e-01,6.599396467208862305e-02,1.022617101669311523e+00,-1.993773698806762695e+00,2.355577468872070312e+00,7.580322623252868652e-01,-2.334427356719970703e+00,-2.406277179718017578e+00,-2.074670314788818359e+00,-9.305085539817810059e-01,-3.041805624961853027e-01,-3.075817599892616272e-02,-1.351554751396179199e+00,-1.066404700279235840e+00,-1.963210463523864746e+00,2.520584344863891602e+00,2.000335454940795898e+00,1.496213078498840332e+00,-2.742442488670349121e-01,2.347104847431182861e-01
3.809761404991149902e-01,1.549256324768066406e+00,3.486109524965286255e-02,-3.172146677970886230e-01,-2.201844215393066406e+00,4.371353387832641602e-01,-7.322997450828552246e-01,8.873767852783203125e-01,-1.333976268768310547e+00,-9.973649382591247559e-01,1.392220258712768555e+00,1.011410593986511230e+00,1.404645562171936035e+00,-1.701876997947692871e+00,3.600195407867431641e+00,1.018881332129240036e-03,-3.484559059143066406e+00,-2.995294332504272461e+00,-1.140450239181518555e+00,2.282367646694183350e-01
7.063747048377990723e-01,-2.327802404761314392e-02,1.884886503219604492e+00,-1.731412053108215332e+00,4.738043844699859619e-01,9.019328951835632324e-01,1.130549311637878418e+00,2.939774990081787109e+00,-3.349356949329376221e-01,-2.336239099502563477e+00,-2.855787277221679688e+00,-1.212466001510620117e+00,7.723516225814819336e-01,-2.857388734817504883e+00,-3.998291790485382080e-01,-8.801231980323791504e-01,-2.023267745971679688e+00,2.909099817276000977e+00,-2.388907670974731445e+00,1.533172726631164551e+00
-4.382481276988983154e-01,-6.855016350746154785e-01,-3.184109628200531006e-01,1.552438378334045410e+00,2.619151115417480469e+00,-2.587021827697753906e+00,1.801490969955921173e-02,2.827835679054260254e-01,-3.721266388893127441e-01,-1.629889965057373047e+00,1.580097913742065430e+00,6.203230023384094238e-01,-2.353535652160644531e+00,-2.260951995849609375e+00,-8.961800932884216309e-01,1.022239685058593750e+00,-2.029867410659790039e+00,7.057452797889709473e-01,-5.038731694221496582e-01,2.418133318424224854e-01
1.535869717597961426e+00,-1.135276675224304199e+00,-1.677387714385986328e+00,1.889742970466613770e+00,5.138288140296936035e-01,-1.468027114868164062e+00,-1.804121255874633789e+00,1.095171809196472168e+00,8.012338727712631226e-02,-7.394872307777404785e-01,-3.003795146942138672e+00,-1.985431671142578125e+00,-2.712549686431884766e+00,-6.270656585693359375e-01,2.428432226181030273e+00,1.737581133842468262e+00,-1.093220338225364685e-02,-8.901974558830261230e-01,1.535957574844360352e+00,9.898676872253417969e-01
-8.310285210609436035e-01,-1.586845397949218750e+00,2.218510061502456665e-01,8.551242351531982422e-01,-2.493236780166625977e+00,-2.525594532489776611e-01,9.133956432342529297e-01,-7.918742895126342773e-01,-9.748033881187438965e-01,3.295465372502803802e-03,-9.852711558341979980e-01,-8.262884020805358887e-01,-1.462170362472534180e+00,5.573390126228332520e-01,1.097515583038330078e+00,-7.707437276840209961e-01,1.558056473731994629e-01,-2.197523593902587891e+00,6.399836540222167969e-01,1.052304983139038086e+00
-1.541165590286254883e+00,1.675493121147155762e+00,2.247689217329025269e-01,-9.620962142944335938e-01,9.102679491043090820e-01,-1.426288723945617676e+00,-1.325898408889770508e+00,-6.974495649337768555e-01,1.747259050607681274e-01,-8.534216880798339844e-02,1.844667673110961914e+00,-2.323680162429809570e+00,1.850940734148025513e-01,1.654475688934326172e+00,1.795940160751342773e+00,1.614929795265197754e+00,-1.940769314765930176e+00,-1.451564192771911621e+00,-5.816742181777954102e-01,-2.130354642868041992e+00
-1.443072795867919922e+00,-1.941952228546142578e+00,1.685350298881530762e+00,-2.170394897460937500e+00,-1.580449193716049194e-01,-1.338829159736633301e+00,1.644275903701782227e+00,5.137281417846679688e-01,-1.224598765373229980e+00,3.506240546703338623e-01,6.926937699317932129e-01,-2.348785102367401123e-01,-4.653661549091339111e-01,1.255304098129272461e+00,-2.009668111801147461e+00,-8.419635295867919922e-01,-2.553798854351043701e-01,9.420708417892456055e-01,-6.595014333724975586e-01,7.764410972595214844e-01
-8.792846798896789551e-01,3.354788124561309814e-01,2.507197856903076172e-01,7.159074544906616211e-01,-7.671323418617248535e-01,2.500643432140350342e-01,1.111332058906555176e+00,3.346508145332336426e-01,1.203295588493347168e-01,8.307715505361557007e-02,-2.733921051025390625e+00,-4.835828244686126709e-01,3.458944559097290039e+00,-1.826231360435485840e+00,-1.273390293121337891e+00,-1.471641778945922852e+00,6.515716910362243652e-01,-2.865487575531005859e+00,2.298983097076416016e+00,-1.011933803558349609e+00
